Frame,HIPMIDDLE:X,HIPMIDDLE:Y,HIPMIDDLE:Z,RHIP:X,RHIP:Y,RHIP:Z,RKNE:X,RKNE:Y,RKNE:Z,RANK:X,RANK:Y,RANK:Z,LHIP:X,LHIP:Y,LHIP:Z,LKNE:X,LKNE:Y,LKNE:Z,LANK:X,LANK:Y,LANK:Z,LSHO:X,LSHO:Y,LSHO:Z,LELB:X,LELB:Y,LELB:Z,LWRIST:X,LWRIST:Y,LWRIST:Z,RSHO:X,RSHO:Y,RSHO:Z,RELB:X,RELB:Y,RELB:Z,RWRIST:X,RWRIST:Y,RWRIST:Z
1,1.0149016694962056,0.4352551304616449,0.7997402362141643,1.0310012418900492,0.3522259426525587,0.7359939399103631,-0.37925090614696016,-0.03962574387740723,-0.1446325366829619,0.9809917593393327,0.3152455998728829,0.009538893848853579,1.057157007629819,0.5046470233656696,0.7310814104512808,1.0032094624197812,0.5088013648480468,0.37451730025759783,0.9775159506350084,0.507433824198286,-0.003986471010638468,1.0149392269312485,0.5828838735010722,1.1821436738395383,0.9149526939712249,0.8278561249928351,1.104045146269862,1.115172045106658,0.8734972694514641,1.219777059179949,0.009234729013032465,0.04621403514160047,0.485382444145828,0.8480950966774521,0.06979977131496931,1.1622536673998918,1.0220140212869648,0.0035429817631832303,1.2664761450479016
2,-1.0311441952881881,-0.4426299812074729,-0.8123639722195228,-1.0473388178378273,-0.35825635009876383,-0.7476070493474726,0.3348983581655963,0.027987484327736283,0.12893457689755064,-0.9969206897726746,-0.3205880459183958,-0.010608565463103122,-1.0740761514513648,-0.5130453709418231,-0.7425726720327763,-1.0202346690369672,-0.5171620261218522,-0.38041606601587086,-0.9942432130633094,-0.5157983106410762,0.004285827776508589,-1.0329875805295392,-0.5927336037873415,-1.199949554133701,-0.9327462026452411,-0.8406100353875753,-1.1197919977822515,-1.1362472985252619,-0.8864822330090213,-1.2365386842233308,-0.04539205254993415,-0.05672013459847783,-0.5172647129550655,-0.8650624153387914,-0.0718725581115386,-1.1790603294523194,-1.041944576490368,-0.004614197410169974,-1.2840923255838488
3,1.0475128402931893,0.4500525095337957,0.8250887684686435,1.063807284861816,0.36432415132369295,0.7593135710313538,-0.29133829833614927,-0.016536018532406417,-0.11352187402764773,1.0129729614268899,0.32596380066653136,0.011666417720201305,1.0911260154508222,0.5215006618394996,0.7541569334081606,1.037371160117415,0.5255820735140456,0.38636412296775924,1.0110740607525344,0.5242219244332971,-0.004582392926637469,1.0511352768878943,0.6026478069882564,1.217917959088859,0.950608025186458,0.8534733280037643,1.135702724149012,1.1574104106173904,0.8995892424891723,1.2534899242295472,0.0809299470027834,0.06706458739109314,0.5487849621855391,0.882086074862644,0.07394165044210904,1.1960362407669447,1.0619467685459731,0.005670908750188845,1.3019032540729547
4,-1.0640228605470647,-0.4575298460508568,-0.8379264146121096,-1.080421919080565,-0.3704352275592616,-0.7711243318612286,0.24850589722925928,0.00525477199873538,0.09837137992338199,-1.0291634059016441,-0.3313780662577127,-0.012713882494244244,-1.1083225254261053,-0.5300209729701004,-0.7658449198903782,-1.0546353163534143,-0.5340694830302413,-0.39236691160290127,-1.0280247290526612,-0.5327126354026657,0.004876545690007523,-1.0694000692392711,-0.6126359781647337,-1.2360651834719891,-0.9685563047329908,-0.8664578031864062,-1.1517913693811592,-1.1786827769706991,-0.9128301153474074,-1.2706454645065621,-0.11590557239554966,-0.07726355510535658,-0.5799892058382595,-0.8991835206269636,-0.0760093782261949,-1.2131964651540852,-1.0820410351612735,-0.006714541039920462,-1.3199244101080607
5,1.0806893924343397,0.4650690412522202,0.8508886154559264,1.0971978870488028,0.3765953892294853,0.7830500828695273,-0.2063397144688898,0.005871998573141488,-0.08346125909605233,1.0455067486741407,0.3368359814820422,0.01375232756587645,1.1256814795442742,0.5386142958925789,0.777647281347901,1.072043339925947,0.5426321538221436,0.39842983945747623,1.045111260030639,0.5412783363317504,-0.005168650072926043,1.0877994725822597,0.6227075069369226,1.2544074480354932,0.9866088672324769,0.879575191954317,1.16807196192211,1.2000854313152027,0.9262166246635194,1.288020009140583,0.15037292482686007,0.08733233627654895,0.61092122407338,0.9163718737689275,0.07807800553153028,1.2305560373678013,1.1022474429354385,0.007746453450307743,1.3381712837811028
6,-1.0975275102483468,-0.47267709309530104,-0.8639870352036775,-1.1141503030925202,-0.3828103988694694,-0.7951015397459912,0.16478136403889504,-0.016859289775910762,0.06877076950654626,-1.062017663976603,-0.3423426422299206,-0.014783063833041859,-1.1432186085760558,-0.5472885679481887,-0.7895746324532423,-1.089611317581079,-0.5512779386900926,-0.40455830129425235,-1.0623495655853155,-0.5499268734415169,0.005459056611675377,-1.1063508332614043,-0.6328717142895409,-1.2729609599917426,-1.0047832949540554,-0.8928372000527376,-1.1845585655957416,-1.2216391321299467,-0.9397605426771588,-1.305628333692756,-0.18438316745088176,-0.09728545884362642,-0.6416228186055357,-0.9336680023874975,-0.08014974061612465,-1.2481300179927026,-1.1225857707744797,-0.0087679459061147,-1.3566594313049338
7,1.1145522812710618,0.48036097327654603,0.8772333398388974,1.1312942842211116,0.38908599293930735,0.8072894216638864,-0.12377520906736138,0.027721428668637325,-0.054280153877420995,1.0787108274309698,0.34790312093343373,0.01580735192317581,1.1609496335087546,0.5560517019435497,0.8016375912339493,1.1073552807633633,0.5600146732050161,0.41075769846792565,1.0797554875235307,0.558666075488015,-0.0057481039931180184,1.1250713950954565,0.6431378876342567,1.2917419710925935,1.0230969959682037,0.9062555501977997,1.2012653287437804,1.243364444535416,0.9534736826421062,1.3234853361437717,0.21798493014346204,0.1071367639700536,0.672134045107656,0.951088588764865,0.08222674531889669,1.2659335463301824,1.1430755886782469,0.00978026537513939,1.3754045287710157
8,-1.1317788188726472,-0.48812765244932993,-0.8906392380143544,-1.1486450031184348,-0.39542790273373357,-0.8196244887570815,0.08326808249676332,-0.03847214354408357,0.03997054025541751,-1.0956009669049096,-0.35352248518159407,-0.016826408283849376,-1.1788903210759032,-0.5649116146625421,-0.8138468162760228,-1.1252912633542909,-0.5688502037117746,-0.417033457638645,-1.0973448551578153,-0.5675037817462844,0.006036120559772914,-1.1439783626615456,-0.6535153144440765,-1.3107668338202871,-1.0415672702788523,-0.9198420228953949,-1.2182065320033804,-1.2652818182787722,-0.9673679393875126,-1.3416060865669697,-0.2512245818575329,-0.11689948235298292,-0.7024934256478177,-0.9686501932627931,-0.08431114388830897,-1.2839818917630514,-1.1637363326266774,-0.010784611669770313,-1.3944224245231673
9,1.149222334082087,0.49598412460248587,0.90421652080788,1.166217739659374,0.4018418745701345,0.8321175785707581,-0.04320903050296572,0.04912462907444077,-0.025823850701893178,1.1127029120157084,0.3592058156790909,0.017841410818606577,1.1970565376685605,0.5738762544496321,0.8262130428958802,1.1434353575232392,0.5777924144600612,0.4233910490045119,1.1151335409259102,0.5764478691139664,-0.006323425714351154,1.1630889623053653,0.664013314769379,1.3300520561962046,1.0602113732085274,0.9336084961877118,1.235396635111826,1.287411662508306,0.9814553289212596,1.3600058759293632,0.28414647913597413,0.12658630397710632,0.7327381438098347,0.9863693154667865,0.08640503133530496,1.3022905040270125,1.1845873762919046,0.011782142823227945,1.413729190591173
10,-1.16689818606997,-0.5039374308043165,-0.9179771006695986,-1.1840279313881776,-0.40833368943001874,-0.8447796417823186,0.0035490758829719326,-0.05969160653979243,0.011822717122221856,-1.1300316426746584,-0.36495822370090775,-0.01885350412893518,-1.215464302090436,-0.5829536281018143,-0.8387471185930849,-1.1618037681583886,-0.5868492540895107,-0.42983600419069284,-1.1331375145142266,-0.5855062785746318,0.006610331236974351,-1.182420501395944,-0.6746412729057107,-1.3496143556403684,-1.0790465765858335,-0.9475669846546281,-1.252850323144377,-1.3097744180102795,-0.9957480274086944,-1.378700264445393,-0.3167931938352752,-0.13620944217015685,-0.7629042248214611,-1.0042624531305704,-0.08851048138316438,-1.3208750628071833,-1.2056481001745976,-0.012773980090920935,-1.4333411736011101
