1.0,0.0,0.0,0.12557857,0.11240187,0.043888584,0.111813076,0.043086693,0.4883229,0.20643516,0.07985209,0.2036832,0.0012756214,-0.11239743,-0.043885626,0.13934028,-0.26785165,0.29529572,0.26929164,-0.13452078,0.097019814,0.0,-0.27498156,0.21969497,0.4336033,-0.45947915,0.3090306,0.32812357,-0.32981348,0.48834684,0.24298672,-0.046961337,0.36342812,0.39859003,-0.18978533,0.5681416,0.21400408,-0.3497544,0.549046,0.09639825
2.0,0.0,0.0,0.12483877,0.112537555,0.043525644,0.11129672,0.044355437,0.4898099,0.20611703,0.081367224,0.20489104,0.000494577,-0.112533174,-0.04352264,0.13837717,-0.2667988,0.29899994,0.26935357,-0.13311757,0.098621204,0.0,-0.274028,0.22098598,0.43384853,-0.45808363,0.31196928,0.332873,-0.32616314,0.48996502,0.26800108,-0.04500796,0.362827,0.3986376,-0.18538904,0.56854886,0.21403703,-0.34351206,0.55895925,0.09903523
3.0,0.0,0.0,0.12492856,0.11244029,0.043541685,0.111598566,0.04521215,0.4902213,0.20600271,0.084172614,0.20601806,0.0,-0.1124361,-0.04353861,0.13825499,-0.26545382,0.30171293,0.26954126,-0.1299583,0.10085522,0.00090362877,-0.27319825,0.22174966,0.4352266,-0.45293367,0.31494308,0.33822808,-0.32406682,0.49301362,0.30162767,-0.04295543,0.36220962,0.3985813,-0.17912358,0.569487,0.21355355,-0.33821446,0.56905955,0.10056283
4.0,0.0,0.0,0.12539709,0.11256006,0.04335332,0.112299636,0.047451995,0.49127507,0.20668536,0.085851386,0.2078057,0.0,-0.112555996,-0.043350212,0.138491,-0.26478663,0.30485037,0.27056906,-0.12792829,0.104307204,0.0023921132,-0.27204084,0.2228297,0.43625933,-0.44889563,0.31997272,0.3439765,-0.31861502,0.49211845,0.3355934,-0.040466875,0.36123595,0.39948815,-0.17284808,0.56858224,0.2136128,-0.33154356,0.57737726,0.10229227
5.0,0.0,0.0,0.12545091,0.11248195,0.043152913,0.11282046,0.04917629,0.49181825,0.20637757,0.087714165,0.20930332,0.0,-0.11247797,-0.043149743,0.13807786,-0.2631587,0.30744743,0.27138972,-0.12403411,0.10952204,0.0034284666,-0.2710896,0.2238025,0.43747875,-0.4415118,0.32604223,0.3501335,-0.31453428,0.49271166,0.36537692,-0.038135543,0.36053282,0.4002302,-0.16532797,0.5684091,0.21376505,-0.32555568,0.58604914,0.10169634
6.0,0.0,0.0,0.12628618,0.112228975,0.04329778,0.11397031,0.05110067,0.49120522,0.20794734,0.08827021,0.21052961,0.0,-0.112225205,-0.043294627,0.13859862,-0.26239043,0.30944267,0.27238786,-0.12201783,0.112899736,0.0049495474,-0.2694968,0.22474626,0.4388825,-0.43580675,0.32963085,0.3541702,-0.311392,0.4873907,0.39712366,-0.035748526,0.3598624,0.40210798,-0.15854847,0.56729084,0.21468312,-0.31949443,0.59266645,0.102811605
7.0,0.0,0.0,0.12603135,0.11201584,0.043012615,0.11413,0.05259481,0.49149448,0.20821373,0.0896525,0.2124078,0.0,-0.11201218,-0.043009467,0.13792935,-0.26113307,0.31175023,0.27231777,-0.11881223,0.116828814,0.0059666187,-0.26765668,0.2251451,0.4396432,-0.43009144,0.3338081,0.35855764,-0.30954257,0.48122686,0.4233728,-0.03367342,0.3586875,0.4026134,-0.15073639,0.5653932,0.21372463,-0.31186306,0.6014375,0.10047679
8.0,0.0,0.0,0.12497689,0.11200942,0.042896736,0.11339761,0.053968288,0.4921255,0.20885266,0.09235278,0.2174185,0.0,-0.112005875,-0.042893626,0.13655286,-0.26032972,0.31358063,0.27339822,-0.116937995,0.12189424,0.0067929775,-0.2682458,0.22627592,0.4398527,-0.42475677,0.3446682,0.36142868,-0.30800444,0.4787021,0.4484176,-0.032084733,0.35702115,0.40293723,-0.14360255,0.5637225,0.21295904,-0.305032,0.61106515,0.098150566
9.0,0.0,0.0,0.124363616,0.111847475,0.042491063,0.11330938,0.054776855,0.49237397,0.20973365,0.094038256,0.22101896,0.0,-0.111844,-0.042487912,0.13541457,-0.25938183,0.31456864,0.27264622,-0.11358908,0.1263207,0.007391162,-0.26815778,0.22725582,0.4396485,-0.41779834,0.35177678,0.36366478,-0.30932367,0.4718526,0.46820337,-0.030190289,0.35550314,0.40255213,-0.13389662,0.5613802,0.21204244,-0.2967682,0.62075555,0.09530915
10.0,0.0,0.0,0.12364285,0.11162582,0.04227461,0.11307825,0.05497074,0.49205682,0.21014605,0.09627589,0.22484052,0.0,-0.1116225,-0.042271525,0.13420425,-0.25892797,0.31501606,0.27211058,-0.112001896,0.13009657,0.008758977,-0.26702964,0.22800589,0.43894458,-0.41432643,0.3626842,0.36509913,-0.30449498,0.4605539,0.4926927,-0.028839067,0.35330042,0.40289444,-0.12601852,0.55793273,0.21179213,-0.28867233,0.6289571,0.09246786
