Frame,HIPMIDDLE:X,HIPMIDDLE:Y,HIPMIDDLE:Z,RHIP:X,RHIP:Y,RHIP:Z,RKNE:X,RKNE:Y,RKNE:Z,RANK:X,RANK:Y,RANK:Z,LHIP:X,LHIP:Y,LHIP:Z,LKNE:X,LKNE:Y,LKNE:Z,LANK:X,LANK:Y,LANK:Z,LSHO:X,LSHO:Y,LSHO:Z,LELB:X,LELB:Y,LELB:Z,LWRIST:X,LWRIST:Y,LWRIST:Z,RSHO:X,RSHO:Y,RSHO:Z,RELB:X,RELB:Y,RELB:Z,RWRIST:X,RWRIST:Y,RWRIST:Z
1,1.9589217339567746,0.6834763756298806,1.3146827811922506,1.9889875660754899,0.5458997833427044,1.1587170724230398,2.3269012768362436,0.5720760345123997,0.6146077622852171,2.713257986987142,0.7081568233637456,-0.0680564219216547,1.9253620738535469,0.8379297339303243,1.1778420835405599,-1.6646766076554218,-0.750978017541108,-0.46932442787441153,2.0986511795441833,1.205666245396116,0.1490041267818706,2.5678779865614554,1.0218146800503372,1.922531857128426,3.4863181015932154,1.391653225276475,1.3219214629050975,3.883022271415797,1.4319801560895926,1.0579895848153866,3.0855416455650264,0.5823505219862289,1.866950935745286,3.132658129199249,0.32828557309740053,1.2751643131744723,3.5435478748988625,0.36545488669684056,1.059499014723912
2,-1.9326032853581132,-0.6739631134451083,-1.2969716910522082,-1.962373965406138,-0.5383945039266181,-1.1430918913634784,-2.2952592214252436,-0.5642511425307241,-0.6060399005721927,-2.6747198746431304,-0.6981131844264609,0.0672049942683046,-1.899600733131235,-0.8263901132159605,-1.1620959373962527,1.6252176272547356,0.732606800123549,0.4578995941266664,-2.068996760983838,-1.188434205481936,-0.1473557581879116,-2.5400689021381058,-1.0099479447400008,-1.901426796369742,-3.4371993566883705,-1.3718909298875104,-1.3058295978113752,-3.828458624032593,-1.412180734093801,-1.0466196539528971,-3.0452103027092297,-0.5741772157611283,-1.8431840443828191,-3.0896086226530537,-0.32310976411260317,-1.258946759373445,-3.4952196107026983,-0.358963229863399,-1.0475581813609662
3,1.907331695597249,0.6648211710076777,1.2799640415527163,1.9368219387629457,0.5311829040693162,1.1280871262273953,2.264870471636043,0.5567343962737104,0.5978082389035896,2.6376671785727694,0.6884579158315548,-0.06638885185222923,1.8748666098790638,0.8153033502262119,1.1469774023470363,-1.5868857651353654,-0.7147634114620353,-0.4467999227311023,2.040488421272826,1.1718634937570211,0.14578099615717494,2.5132164814543456,0.9984708484614104,1.8810408604984192,3.3899814353483317,1.3528901933341748,1.2904147405615336,3.7760082039892393,1.3931575844287698,1.0357662136741554,3.0063549620187895,0.5662918626040688,1.8203000025015192,3.04825067262791,0.3181246150089977,1.2433906928439855,3.4487889906221274,0.3527151847001805,1.036129881489965
4,-1.883057316905694,-0.6560327792338221,-1.2636264541098947,-1.912281208232697,-0.5242509675318623,-1.1136733305932445,-2.235675436714565,-0.5495111068686127,-0.5898967105112729,-2.602028418657042,-0.6791723446931276,0.06560635903327536,-1.851111047653642,-0.8046478330829598,-1.1324567574131459,1.5496227656016222,0.6974206190859427,0.4360086098505579,-2.0130711025233854,-1.1559222353045338,-0.14427652489776568,-2.487284521211249,-0.9873682350367609,-1.8613466759296544,-3.344573060370437,-1.3346143454358728,-1.2756456711848903,-3.7255696069003585,-1.3748736401943138,-1.0254062720962926,-2.9689099081932806,-0.5586813672383559,-1.7982598370117824,-3.008503619737136,-0.313320738162809,-1.228465150377257,-3.404165702868285,-0.34669839788371964,-1.0251910057728226
5,1.859733940455406,0.6475813937359454,1.2479278613498206,1.8887049810187688,0.517585644650416,1.099823096714483,2.207618648718967,0.542567600292414,0.5822903572797457,2.5677370228427066,0.6702390814052669,-0.06485599465536465,1.8282887622983137,0.7944034417398822,1.118506341463477,-1.5133739627318272,-0.6805528714365368,-0.42550988661630307,1.986693529985347,1.140580741166297,0.1428392654753798,2.4622389790146793,0.9766258365173639,1.8423184968892992,3.300889228278904,1.31702923349242,1.2614933642826678,3.6770484000439847,1.3572943916648679,1.0155184862365556,2.9328136929933306,0.5513334745913444,1.7770271174556629,2.970292371583374,0.30868938301145327,1.2141413263311776,3.36126566875723,0.3409013552858362,1.014720079788251
6,-1.8373185201335254,-0.6394515962031723,-1.2328393214449798,-1.8660496696381719,-0.5111747745702956,-1.0865108917372235,-2.1806484311232173,-0.5358911357361115,-0.5749752405065778,-2.5347309313964788,-0.6616419161895162,0.06413634292367543,-1.8063575711948676,-0.7845514279441401,-1.1051003878473664,1.47808799607219,0.6641361648028327,0.4152889371668357,-1.9613079071598334,-1.1258113320050702,-0.1414663570739716,-2.4380478321403043,-0.9662302144505464,-1.8239320987433798,-3.2588507037791996,-1.3001030192208496,-1.2479308142812795,-3.6303565606699304,-1.3403876805367698,-1.0060830320737248,-2.898008814386197,-0.544236706165959,-1.7565677653572722,-2.933546955066249,-0.3042223843627079,-1.2003924000348052,-3.3200105416915675,-0.3353133133845902,-1.004697134695678
7,1.8157709233729766,0.6316290054221565,1.218333850623505,1.8442746395082437,0.5050070150807583,1.0737129099482994,2.1547165998464104,0.5294698319534122,0.5679383603865613,2.50295223979269,0.6533657257426512,-0.06344608517801137,1.7852781490165428,0.7750743069320328,1.0922148752161929,-1.4437165523985693,-0.6481479224657475,-0.4053318242061461,1.9368696406645713,1.1115881789647595,0.14015514010817587,2.4146809481154032,0.9561687060132804,1.8061646802509106,3.2183835635609612,1.283805995513335,1.234932877850547,3.585411969142582,1.3241235142832188,0.9970814874473706,2.8644414252351047,0.5373803022441529,1.736849881151112,2.898202112461411,0.2999121157236754,1.1871933801105043,3.28032725513016,0.3299242373411529,0.9951035906459487
8,-1.795053706028884,-0.6241001968730991,-1.204386271847262,-1.8233419809190194,-0.49907177921391827,-1.0614069392914776,-2.1297781931403796,-0.523292600714155,-0.5611675832597928,-2.4723468759584177,-0.6453963888697556,0.06278399246270598,-1.7650138070729264,-0.7659557595754108,-1.0798273927462911,1.4102141307698295,0.6325668847430972,0.3956254212710928,-1.9133370915937766,-1.0978871598450655,-0.1389031409844323,-2.3921099660184084,-0.9464293745737281,-1.7889947738911134,-3.179418784029044,-1.2681104208272307,-1.2224761316289618,-3.5421379508894204,-1.3084738984122795,-0.9884967264174362,-2.8320610684682586,-0.530754169320826,-1.7178435868832038,-2.8641969364315925,-0.2957514471091171,-1.1745209638643832,-3.2421476141403467,-0.3247247450039955,-0.9859221515294803
9,1.7751319087194422,0.6168526299730944,1.190973077911641,1.803216302730365,0.4933591778736228,1.0495722405962489,2.1057912272029125,0.517349086592855,0.5546515757809912,2.4428643081593027,0.6377207101294508,-0.06214891880771789,1.745530293685052,0.757180543833835,1.0679170182186375,-1.3775378284230806,-0.6173730088016671,-0.3861573510123323,1.8906713504780615,1.0846857289133247,0.13770805833306785,2.370308187578837,0.9370009642828813,1.7724021635705014,3.1418918681688,1.252990369295485,1.210538743577112,3.500462861843682,1.2934126846726244,0.9803128238282349,2.8008204360512248,0.524348832233417,1.6995208830744615,2.8314745397675583,0.29173370682929345,1.1623534100962947,3.205407925813607,0.3197060561896423,0.9771367098538707
10,-1.7559728723225183,-0.6098745821479045,-1.1780723074222543,-1.7838645455097668,-0.48785996785226077,-1.038189438172278,-2.082716474779593,-0.5116296124168979,-0.5483797452720213,-2.4144572802430195,-0.6303263506332721,0.06153979514471866,-1.7267956133531248,-0.7487344145320342,-1.0564642075667654,1.345647145360833,0.602547377210677,0.37691592885545755,-1.8688360333378544,-1.0719627989117393,-0.1365677505552872,-2.349250477167162,-0.9278728583341479,-1.756367809049284,-3.1057425073945475,-1.2384215948719879,-1.1991003565377218,-3.4603197127485936,-1.2789154335189348,-0.9725149690150597,-2.7706751493681105,-0.5181553905164297,-1.681855518336648,-2.7999817561383127,-0.2878526468427267,-1.150670423927849,-3.170048664379167,-0.31485994668666256,-0.9687322606672023
